region,district,date,Market,source,commodity,Price,market_day,Year,month,week,Type
Bono,Sunyani Municipal,31-08-2025,Nana Bosomah,retail,Groundnut Red,20.0,2025-08-31,2025,8,5,retail
Bono,Sunyani Municipal,31-08-2025,Nana Bosomah,retail,Soya Bean,12.5,2025-08-31,2025,8,5,retail
Greater Accra,TMA-Tema East,26-08-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,white maize,12.0,2025-08-26,2025,8,4,retail
Greater Accra,TMA-Tema East,26-08-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,Maize Yellow,13.52333333,2025-08-26,2025,8,4,retail
Greater Accra,TMA-Tema East,26-08-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,Rice Local perfumed,22.66666667,2025-08-26,2025,8,4,retail
Greater Accra,TMA-Tema East,26-08-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,Groundnut Red,38.66666667,2025-08-26,2025,8,4,retail
Greater Accra,TMA-Tema East,26-08-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,Soya Bean,20.0,2025-08-26,2025,8,4,retail
Bono East,Techiman Municipal,27-08-2025,,retail,white maize,6.916666667,2025-08-27,2025,8,4,retail
Bono East,Techiman Municipal,27-08-2025,,retail,Maize Yellow,7.246666667,2025-08-27,2025,8,4,retail
Bono East,Techiman Municipal,27-08-2025,,retail,Rice Local perfumed,13.11,2025-08-27,2025,8,4,retail
Bono East,Techiman Municipal,27-08-2025,,retail,Rice Local non perfumed,11.11,2025-08-27,2025,8,4,retail
Bono East,Techiman Municipal,27-08-2025,,retail,Groundnut Red,20.03,2025-08-27,2025,8,4,retail
Bono East,Techiman Municipal,27-08-2025,,retail,Soya Bean,10.61333333,2025-08-27,2025,8,4,retail
Bono East,Techiman Municipal,27-08-2025,,retail,Unshelled Groundnut,19.33333333,2025-08-27,2025,8,4,retail
Bono East,Kintampo North Municipal,01-09-2025,Kintampo ,retail,white maize,3.886666667,2025-09-01,2025,9,1,retail
Bono East,Kintampo North Municipal,01-09-2025,Kintampo ,retail,Maize Yellow,4.006666667,2025-09-01,2025,9,1,retail
Bono East,Kintampo North Municipal,01-09-2025,Kintampo ,retail,Rice Local perfumed,11.03666667,2025-09-01,2025,9,1,retail
Bono East,Kintampo North Municipal,01-09-2025,Kintampo ,retail,Groundnut Red,11.90333333,2025-09-01,2025,9,1,retail
Upper West,Wa Municipal,31-08-2025,WA MARKET,retail,white maize,4.64,2025-08-31,2025,8,5,retail
Upper West,Wa Municipal,31-08-2025,WA MARKET,retail,Maize Yellow,4.64,2025-08-31,2025,8,5,retail
Upper West,Wa Municipal,31-08-2025,WA MARKET,retail,Rice Local perfumed,16.43666667,2025-08-31,2025,8,5,retail
Upper West,Wa Municipal,31-08-2025,WA MARKET,retail,Rice Local non perfumed,10.34,2025-08-31,2025,8,5,retail
Upper West,Wa Municipal,31-08-2025,WA MARKET,retail,Groundnut Red,15.38,2025-08-31,2025,8,5,retail
Upper West,Wa Municipal,31-08-2025,WA MARKET,retail,Soya Bean,12.94,2025-08-31,2025,8,5,retail
Upper West,Wa Municipal,31-08-2025,WA MARKET,retail,Unshelled Groundnut,17.08333333,2025-08-31,2025,8,5,retail
Central,Mfantsiman Municipal,03-09-2025,Mankessim,retail,white maize,5.53,2025-09-03,2025,9,1,retail
Central,Mfantsiman Municipal,03-09-2025,Mankessim,retail,Maize Yellow,6.25,2025-09-03,2025,9,1,retail
Central,Mfantsiman Municipal,03-09-2025,Mankessim,retail,Rice Local perfumed,23.59666667,2025-09-03,2025,9,1,retail
Central,Mfantsiman Municipal,03-09-2025,Mankessim,retail,Rice Local non perfumed,18.98,2025-09-03,2025,9,1,retail
Central,Mfantsiman Municipal,03-09-2025,Mankessim,retail,Groundnut Red,28.30666667,2025-09-03,2025,9,1,retail
Central,Mfantsiman Municipal,03-09-2025,Mankessim,retail,Soya Bean,18.64,2025-09-03,2025,9,1,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,04-09-2025,Bibiani,retail,white maize,6.92,2025-09-04,2025,9,1,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,04-09-2025,Bibiani,retail,Maize Yellow,7.84,2025-09-04,2025,9,1,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,04-09-2025,Bibiani,retail,Rice Local perfumed,29.72,2025-09-04,2025,9,1,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,04-09-2025,Bibiani,retail,Rice Local non perfumed,23.33333333,2025-09-04,2025,9,1,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,04-09-2025,Bibiani,retail,Groundnut Red,30.55666667,2025-09-04,2025,9,1,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,04-09-2025,Bibiani,retail,Unshelled Groundnut,75.79333333,2025-09-04,2025,9,1,retail
Bono,Sunyani Municipal,05-09-2025,Nana Bosomah,retail,white maize,4.29,2025-09-05,2025,9,1,retail
Bono,Sunyani Municipal,05-09-2025,Nana Bosomah,retail,Maize Yellow,4.29,2025-09-05,2025,9,1,retail
Bono,Sunyani Municipal,05-09-2025,Nana Bosomah,retail,Rice Local perfumed,14.81,2025-09-05,2025,9,1,retail
Bono,Sunyani Municipal,05-09-2025,Nana Bosomah,retail,Rice Local non perfumed,10.37,2025-09-05,2025,9,1,retail
Bono,Sunyani Municipal,05-09-2025,Nana Bosomah,retail,Groundnut Red,20.0,2025-09-05,2025,9,1,retail
Bono,Sunyani Municipal,05-09-2025,Nana Bosomah,retail,Soya Bean,12.5,2025-09-05,2025,9,1,retail
Bono,Sunyani Municipal,05-09-2025,Nana Bosomah,retail,Unshelled Groundnut,19.2925,2025-09-05,2025,9,1,retail
Greater Accra,TMA-Tema East,03-09-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,white maize,12.0,2025-09-03,2025,9,1,retail
Greater Accra,TMA-Tema East,03-09-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,Maize Yellow,13.33,2025-09-03,2025,9,1,retail
Greater Accra,TMA-Tema East,03-09-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,Rice Local perfumed,22.66666667,2025-09-03,2025,9,1,retail
Greater Accra,TMA-Tema East,03-09-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,Groundnut Red,33.33333333,2025-09-03,2025,9,1,retail
Greater Accra,TMA-Tema East,03-09-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,Soya Bean,21.66666667,2025-09-03,2025,9,1,retail
Upper East,Bolgatanga Municipal,30-08-2025,Bolga,retail,white maize,5.17,2025-08-30,2025,8,5,retail
Upper East,Bolgatanga Municipal,30-08-2025,Bolga,retail,Maize Yellow,5.17,2025-08-30,2025,8,5,retail
Upper East,Bolgatanga Municipal,30-08-2025,Bolga,retail,Rice Local perfumed,9.653333333,2025-08-30,2025,8,5,retail
Upper East,Bolgatanga Municipal,30-08-2025,Bolga,retail,Rice Local non perfumed,9.77,2025-08-30,2025,8,5,retail
Upper East,Bolgatanga Municipal,30-08-2025,Bolga,retail,Groundnut Red,15.52,2025-08-30,2025,8,5,retail
Upper East,Bolgatanga Municipal,30-08-2025,Bolga,retail,Soya Bean,8.506666667,2025-08-30,2025,8,5,retail
Upper East,Bolgatanga Municipal,07-09-2025,Bolga,retail,white maize,5.17,2025-09-07,2025,9,1,retail
Upper East,Bolgatanga Municipal,07-09-2025,Bolga,retail,Maize Yellow,5.17,2025-09-07,2025,9,1,retail
Upper East,Bolgatanga Municipal,07-09-2025,Bolga,retail,Groundnut Red,15.40333333,2025-09-07,2025,9,1,retail
Upper East,Bolgatanga Municipal,07-09-2025,Bolga,retail,Soya Bean,10.34,2025-09-07,2025,9,1,retail
Bono East,Techiman Municipal,04-09-2025,Techiman Market,retail,white maize,6.753333333,2025-09-04,2025,9,1,retail
Bono East,Techiman Municipal,04-09-2025,Techiman Market,retail,Maize Yellow,6.916666667,2025-09-04,2025,9,1,retail
Bono East,Techiman Municipal,04-09-2025,Techiman Market,retail,Rice Local perfumed,13.33,2025-09-04,2025,9,1,retail
Bono East,Techiman Municipal,04-09-2025,Techiman Market,retail,Rice Local non perfumed,10.84333333,2025-09-04,2025,9,1,retail
Bono East,Techiman Municipal,04-09-2025,Techiman Market,retail,Groundnut Red,19.36666667,2025-09-04,2025,9,1,retail
Bono East,Techiman Municipal,04-09-2025,Techiman Market,retail,Soya Bean,8.89,2025-09-04,2025,9,1,retail
Ahafo,Asunafo North Municipal,08-09-2025,Goaso,retail,white maize,5.766666667,2025-09-08,2025,9,2,retail
Ahafo,Asunafo North Municipal,08-09-2025,Goaso,retail,Maize Yellow,6.696666667,2025-09-08,2025,9,2,retail
Ahafo,Asunafo North Municipal,08-09-2025,Goaso,retail,Rice Local perfumed,14.0,2025-09-08,2025,9,2,retail
Ahafo,Asunafo North Municipal,08-09-2025,Goaso,retail,Groundnut Red,18.33333333,2025-09-08,2025,9,2,retail
Bono East,Kintampo North Municipal,08-09-2025,Kintampo ,retail,white maize,3.85,2025-09-08,2025,9,2,retail
Bono East,Kintampo North Municipal,08-09-2025,Kintampo ,retail,Maize Yellow,3.863333333,2025-09-08,2025,9,2,retail
Bono East,Kintampo North Municipal,08-09-2025,Kintampo ,retail,Rice Local perfumed,11.15,2025-09-08,2025,9,2,retail
Bono East,Kintampo North Municipal,08-09-2025,Kintampo ,retail,Groundnut Red,12.67666667,2025-09-08,2025,9,2,retail
Upper West,Wa Municipal,04-09-2025,WA MARKET,retail,white maize,4.64,2025-09-04,2025,9,1,retail
Upper West,Wa Municipal,04-09-2025,WA MARKET,retail,Maize Yellow,4.64,2025-09-04,2025,9,1,retail
Upper West,Wa Municipal,04-09-2025,WA MARKET,retail,Rice Local perfumed,18.97,2025-09-04,2025,9,1,retail
Upper West,Wa Municipal,04-09-2025,WA MARKET,retail,Rice Local non perfumed,10.34,2025-09-04,2025,9,1,retail
Upper West,Wa Municipal,04-09-2025,WA MARKET,retail,Groundnut Red,15.38,2025-09-04,2025,9,1,retail
Upper West,Wa Municipal,04-09-2025,WA MARKET,retail,Soya Bean,12.94,2025-09-04,2025,9,1,retail
Upper West,Wa Municipal,04-09-2025,WA MARKET,retail,Unshelled Groundnut,12.38,2025-09-04,2025,9,1,retail
Central,Mfantsiman Municipal,10-09-2025,Mankessim,retail,white maize,6.39,2025-09-10,2025,9,2,retail
Central,Mfantsiman Municipal,10-09-2025,Mankessim,retail,Maize Yellow,6.325,2025-09-10,2025,9,2,retail
Central,Mfantsiman Municipal,10-09-2025,Mankessim,retail,Rice Local perfumed,23.47666667,2025-09-10,2025,9,2,retail
Central,Mfantsiman Municipal,10-09-2025,Mankessim,retail,Rice Local non perfumed,19.62666667,2025-09-10,2025,9,2,retail
Central,Mfantsiman Municipal,10-09-2025,Mankessim,retail,Groundnut Red,28.04333333,2025-09-10,2025,9,2,retail
Central,Mfantsiman Municipal,10-09-2025,Mankessim,retail,Soya Bean,20.255,2025-09-10,2025,9,2,retail
Eastern,New Juaben South Municipal,11-09-2025,Koforidua central,retail,Unshelled Groundnut,16.0,2025-09-11,2025,9,2,retail
Ashanti,Obuasi Municipal,12-09-2025,Obuasi Central Market ,retail,white maize,12.5,2025-09-12,2025,9,2,retail
Ashanti,Obuasi Municipal,12-09-2025,Obuasi Central Market ,retail,Maize Yellow,11.638,2025-09-12,2025,9,2,retail
Ashanti,Obuasi Municipal,12-09-2025,Obuasi Central Market ,retail,Soya Bean,16.44666667,2025-09-12,2025,9,2,retail
Ashanti,Obuasi Municipal,12-09-2025,Obuasi Central Market ,retail,Groundnut Red,19.78333333,2025-09-12,2025,9,2,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,12-09-2025,Bibiani ,retail,white maize,7.58,2025-09-12,2025,9,2,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,12-09-2025,Bibiani ,retail,Maize Yellow,8.15,2025-09-12,2025,9,2,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,12-09-2025,Bibiani ,retail,Rice Local perfumed,25.2075,2025-09-12,2025,9,2,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,12-09-2025,Bibiani ,retail,Rice Local non perfumed,28.89,2025-09-12,2025,9,2,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,12-09-2025,Bibiani ,retail,Soya Bean,17.22333333,2025-09-12,2025,9,2,retail
Bono East,Kintampo North Municipal,14-09-2025,Kintampo ,retail,white maize,3.913333333,2025-09-14,2025,9,2,retail
Bono East,Kintampo North Municipal,14-09-2025,Kintampo ,retail,Maize Yellow,3.85,2025-09-14,2025,9,2,retail
Bono East,Kintampo North Municipal,14-09-2025,Kintampo ,retail,Rice Local perfumed,11.58666667,2025-09-14,2025,9,2,retail
Bono East,Kintampo North Municipal,14-09-2025,Kintampo ,retail,Groundnut Red,12.67666667,2025-09-14,2025,9,2,retail
Ahafo,Asunafo North Municipal,14-09-2025,Goaso,retail,white maize,6.736666667,2025-09-14,2025,9,2,retail
Ahafo,Asunafo North Municipal,14-09-2025,Goaso,retail,Maize Yellow,6.64,2025-09-14,2025,9,2,retail
Ahafo,Asunafo North Municipal,14-09-2025,Goaso,retail,Rice Local perfumed,12.44666667,2025-09-14,2025,9,2,retail
Ahafo,Asunafo North Municipal,14-09-2025,Goaso,retail,Groundnut Red,17.22333333,2025-09-14,2025,9,2,retail
Ahafo,Asunafo North Municipal,14-09-2025,Goaso,retail,Unshelled Groundnut,18.91,2025-09-14,2025,9,2,retail
North East,East Mamprusi Municipal,31-08-2025,Gbintiri,retail,white maize,4.02,2025-08-31,2025,8,5,retail
North East,East Mamprusi Municipal,31-08-2025,Gbintiri,retail,Maize Yellow,3.85,2025-08-31,2025,8,5,retail
North East,East Mamprusi Municipal,31-08-2025,Gbintiri,retail,Soya Bean,6.303333333,2025-08-31,2025,8,5,retail
North East,East Mamprusi Municipal,31-08-2025,Gbintiri,retail,Unshelled Groundnut,4.23,2025-08-31,2025,8,5,retail
Upper West,Wa Municipal,14-09-2025,WA MARKET,retail,white maize,4.76,2025-09-14,2025,9,2,retail
Upper West,Wa Municipal,14-09-2025,WA MARKET,retail,Maize Yellow,5.0,2025-09-14,2025,9,2,retail
Upper West,Wa Municipal,14-09-2025,WA MARKET,retail,Rice Local perfumed,13.56,2025-09-14,2025,9,2,retail
Upper West,Wa Municipal,14-09-2025,WA MARKET,retail,Rice Local non perfumed,10.34,2025-09-14,2025,9,2,retail
Upper West,Wa Municipal,14-09-2025,WA MARKET,retail,Groundnut Red,13.04,2025-09-14,2025,9,2,retail
Upper West,Wa Municipal,14-09-2025,WA MARKET,retail,Soya Bean,5.33,2025-09-14,2025,9,2,retail
Upper West,Wa Municipal,14-09-2025,WA MARKET,retail,Unshelled Groundnut,11.34666667,2025-09-14,2025,9,2,retail
Savannah,Bole,13-09-2025,Bamboi market,retail,white maize,9.7275,2025-09-13,2025,9,2,retail
Savannah,Bole,13-09-2025,Bamboi market,retail,Maize Yellow,8.0,2025-09-13,2025,9,2,retail
Savannah,Bole,13-09-2025,Bamboi market,retail,Rice Local perfumed,17.71,2025-09-13,2025,9,2,retail
Savannah,Bole,13-09-2025,Bamboi market,retail,Rice Local non perfumed,13.54,2025-09-13,2025,9,2,retail
Savannah,Bole,13-09-2025,Bamboi market,retail,Groundnut Red,15.38,2025-09-13,2025,9,2,retail
Savannah,Bole,13-09-2025,Bamboi market,retail,Soya Bean,10.0,2025-09-13,2025,9,2,retail
Central,Mfantsiman Municipal,17-09-2025,Mankessim,retail,white maize,4.736666667,2025-09-17,2025,9,3,retail
Central,Mfantsiman Municipal,17-09-2025,Mankessim,retail,Maize Yellow,5.515,2025-09-17,2025,9,3,retail
Central,Mfantsiman Municipal,17-09-2025,Mankessim,retail,Rice Local perfumed,20.57666667,2025-09-17,2025,9,3,retail
Central,Mfantsiman Municipal,17-09-2025,Mankessim,retail,Rice Local non perfumed,16.33333333,2025-09-17,2025,9,3,retail
Central,Mfantsiman Municipal,17-09-2025,Mankessim,retail,Groundnut Red,25.67666667,2025-09-17,2025,9,3,retail
Central,Mfantsiman Municipal,17-09-2025,Mankessim,retail,Soya Bean,20.00666667,2025-09-17,2025,9,3,retail
Oti,Nkwanta South Municipal,08-09-2025,NKWANTA,retail,white maize,7.186666667,2025-09-08,2025,9,2,retail
Oti,Nkwanta South Municipal,08-09-2025,NKWANTA,retail,Maize Yellow,8.0,2025-09-08,2025,9,2,retail
Oti,Nkwanta South Municipal,08-09-2025,NKWANTA,retail,Rice Local perfumed,11.97,2025-09-08,2025,9,2,retail
Oti,Nkwanta South Municipal,08-09-2025,NKWANTA,retail,Rice Local non perfumed,10.71,2025-09-08,2025,9,2,retail
Oti,Nkwanta South Municipal,08-09-2025,NKWANTA,retail,Soya Bean,9.62,2025-09-08,2025,9,2,retail
Greater Accra,TMA-Tema East,10-09-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,white maize,12.0,2025-09-10,2025,9,2,retail
Greater Accra,TMA-Tema East,10-09-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,Maize Yellow,13.52333333,2025-09-10,2025,9,2,retail
Greater Accra,TMA-Tema East,10-09-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,Rice Local perfumed,20.0,2025-09-10,2025,9,2,retail
Greater Accra,TMA-Tema East,10-09-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,Groundnut Red,38.66666667,2025-09-10,2025,9,2,retail
Greater Accra,TMA-Tema East,10-09-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,Soya Bean,20.0,2025-09-10,2025,9,2,retail
Bono,Sunyani Municipal,18-09-2025,Nana Bosomah,retail,white maize,4.29,2025-09-18,2025,9,3,retail
Bono,Sunyani Municipal,18-09-2025,Nana Bosomah,retail,Maize Yellow,4.29,2025-09-18,2025,9,3,retail
Bono,Sunyani Municipal,18-09-2025,Nana Bosomah,retail,Rice Local perfumed,14.81,2025-09-18,2025,9,3,retail
Bono,Sunyani Municipal,18-09-2025,Nana Bosomah,retail,Rice Local non perfumed,10.37,2025-09-18,2025,9,3,retail
Bono,Sunyani Municipal,10-09-2025,Nana Bosomah,retail,white maize,4.29,2025-09-10,2025,9,2,retail
Bono,Sunyani Municipal,10-09-2025,Nana Bosomah,retail,Maize Yellow,4.29,2025-09-10,2025,9,2,retail
Bono,Sunyani Municipal,10-09-2025,Nana Bosomah,retail,Rice Local perfumed,14.81,2025-09-10,2025,9,2,retail
Bono,Sunyani Municipal,10-09-2025,Nana Bosomah,retail,Rice Local non perfumed,10.37,2025-09-10,2025,9,2,retail
Bono,Sunyani Municipal,10-09-2025,Nana Bosomah,retail,Groundnut Red,18.18,2025-09-10,2025,9,2,retail
Bono,Sunyani Municipal,10-09-2025,Nana Bosomah,retail,Soya Bean,12.5,2025-09-10,2025,9,2,retail
Bono East,Techiman Municipal,10-09-2025,Techiman,retail,white maize,5.493333333,2025-09-10,2025,9,2,retail
Bono East,Techiman Municipal,10-09-2025,Techiman,retail,Maize Yellow,5.493333333,2025-09-10,2025,9,2,retail
Bono East,Techiman Municipal,10-09-2025,Techiman,retail,Rice Local perfumed,13.33,2025-09-10,2025,9,2,retail
Bono East,Techiman Municipal,10-09-2025,Techiman,retail,Rice Local non perfumed,11.01,2025-09-10,2025,9,2,retail
Bono East,Techiman Municipal,10-09-2025,Techiman,retail,Groundnut Red,19.68333333,2025-09-10,2025,9,2,retail
Bono East,Techiman Municipal,10-09-2025,Techiman,retail,Soya Bean,9.26,2025-09-10,2025,9,2,retail
Bono East,Techiman Municipal,10-09-2025,Techiman,retail,Unshelled Groundnut,23.53666667,2025-09-10,2025,9,2,retail
Oti,Nkwanta South Municipal,01-09-2025,NKWANTA,retail,white maize,8.07,2025-09-01,2025,9,1,retail
Oti,Nkwanta South Municipal,01-09-2025,NKWANTA,retail,Maize Yellow,7.946666667,2025-09-01,2025,9,1,retail
Oti,Nkwanta South Municipal,01-09-2025,NKWANTA,retail,Rice Local perfumed,14.66666667,2025-09-01,2025,9,1,retail
Oti,Nkwanta South Municipal,01-09-2025,NKWANTA,retail,Rice Local non perfumed,10.84333333,2025-09-01,2025,9,1,retail
Oti,Nkwanta South Municipal,01-09-2025,NKWANTA,retail,Soya Bean,9.62,2025-09-01,2025,9,1,retail
Ashanti,Obuasi Municipal,20-09-2025,OBUASI CENTRAL MARKET ,retail,Groundnut Red,23.94333333,2025-09-20,2025,9,3,retail
Ashanti,Obuasi Municipal,20-09-2025,Obuasi Central Market ,retail,white maize,10.54,2025-09-20,2025,9,3,retail
Ashanti,Obuasi Municipal,20-09-2025,Obuasi Central Market ,retail,Maize Yellow,10.88333333,2025-09-20,2025,9,3,retail
Ashanti,Obuasi Municipal,20-09-2025,Obuasi Central Market ,retail,Rice Local perfumed,14.585,2025-09-20,2025,9,3,retail
Ashanti,Obuasi Municipal,20-09-2025,Obuasi Central Market ,retail,Rice Local non perfumed,16.49,2025-09-20,2025,9,3,retail
Ahafo,Asunafo North Municipal,20-09-2025,Goaso,retail,white maize,6.64,2025-09-20,2025,9,3,retail
Ahafo,Asunafo North Municipal,20-09-2025,Goaso,retail,Maize Yellow,6.736666667,2025-09-20,2025,9,3,retail
Ahafo,Asunafo North Municipal,20-09-2025,Goaso,retail,Rice Local perfumed,12.44666667,2025-09-20,2025,9,3,retail
Ahafo,Asunafo North Municipal,20-09-2025,Goaso,retail,Groundnut Red,18.33333333,2025-09-20,2025,9,3,retail
Ahafo,Asunafo North Municipal,20-09-2025,Goaso,retail,Unshelled Groundnut,20.55666667,2025-09-20,2025,9,3,retail
Bono East,Kintampo North Municipal,22-09-2025,Kintampo,retail,white maize,4.53,2025-09-22,2025,9,4,retail
Bono East,Kintampo North Municipal,22-09-2025,Kintampo,retail,Maize Yellow,4.363333333,2025-09-22,2025,9,4,retail
Bono East,Kintampo North Municipal,22-09-2025,Kintampo,retail,Rice Local perfumed,13.97,2025-09-22,2025,9,4,retail
Bono East,Kintampo North Municipal,22-09-2025,Kintampo,retail,Rice Local non perfumed,10.47333333,2025-09-22,2025,9,4,retail
Bono East,Kintampo North Municipal,22-09-2025,Kintampo,retail,Groundnut Red,11.84666667,2025-09-22,2025,9,4,retail
Bono East,Kintampo North Municipal,22-09-2025,Kintampo,retail,Soya Bean,10.34666667,2025-09-22,2025,9,4,retail
Upper West,Wa Municipal,22-09-2025,WA MARKET,retail,white maize,4.64,2025-09-22,2025,9,4,retail
Upper West,Wa Municipal,22-09-2025,WA MARKET,retail,Maize Yellow,5.0,2025-09-22,2025,9,4,retail
Upper West,Wa Municipal,22-09-2025,WA MARKET,retail,Rice Local perfumed,10.34,2025-09-22,2025,9,4,retail
Upper West,Wa Municipal,22-09-2025,WA MARKET,retail,Rice Local non perfumed,10.34,2025-09-22,2025,9,4,retail
Upper West,Wa Municipal,22-09-2025,WA MARKET,retail,Groundnut Red,12.18,2025-09-22,2025,9,4,retail
Upper West,Wa Municipal,22-09-2025,WA MARKET,retail,Soya Bean,9.41,2025-09-22,2025,9,4,retail
Upper West,Wa Municipal,22-09-2025,WA MARKET,retail,Unshelled Groundnut,9.38,2025-09-22,2025,9,4,retail
Oti,Nkwanta South Municipal,15-09-2025,NKWANTA,retail,white maize,6.69,2025-09-15,2025,9,3,retail
Oti,Nkwanta South Municipal,15-09-2025,NKWANTA,retail,Maize Yellow,7.41,2025-09-15,2025,9,3,retail
Oti,Nkwanta South Municipal,15-09-2025,NKWANTA,retail,Rice Local perfumed,12.65,2025-09-15,2025,9,3,retail
Oti,Nkwanta South Municipal,15-09-2025,NKWANTA,retail,Rice Local non perfumed,10.71,2025-09-15,2025,9,3,retail
Oti,Nkwanta South Municipal,15-09-2025,NKWANTA,retail,Soya Bean,9.57,2025-09-15,2025,9,3,retail
Bono East,Techiman Municipal,19-09-2025,Techiman,retail,white maize,5.063333333,2025-09-19,2025,9,3,retail
Bono East,Techiman Municipal,19-09-2025,Techiman,retail,Maize Yellow,5.63,2025-09-19,2025,9,3,retail
Bono East,Techiman Municipal,19-09-2025,Techiman,retail,Rice Local perfumed,13.33,2025-09-19,2025,9,3,retail
Bono East,Techiman Municipal,19-09-2025,Techiman,retail,Rice Local non perfumed,10.97666667,2025-09-19,2025,9,3,retail
Bono East,Techiman Municipal,19-09-2025,Techiman,retail,Groundnut Red,18.83333333,2025-09-19,2025,9,3,retail
Bono East,Techiman Municipal,19-09-2025,Techiman,retail,Soya Bean,9.26,2025-09-19,2025,9,3,retail
Central,Mfantsiman Municipal,24-09-2025,Mankessim,retail,white maize,4.76,2025-09-24,2025,9,4,retail
Central,Mfantsiman Municipal,24-09-2025,Mankessim,retail,Maize Yellow,5.515,2025-09-24,2025,9,4,retail
Central,Mfantsiman Municipal,24-09-2025,Mankessim,retail,Rice Local perfumed,24.16666667,2025-09-24,2025,9,4,retail
Central,Mfantsiman Municipal,24-09-2025,Mankessim,retail,Rice Local non perfumed,16.52333333,2025-09-24,2025,9,4,retail
Central,Mfantsiman Municipal,24-09-2025,Mankessim,retail,Groundnut Red,27.79,2025-09-24,2025,9,4,retail
Central,Mfantsiman Municipal,24-09-2025,Mankessim,retail,Soya Bean,20.35,2025-09-24,2025,9,4,retail
Greater Accra,TMA-Tema East,20-09-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,white maize,10.0,2025-09-20,2025,9,3,retail
Greater Accra,TMA-Tema East,20-09-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,Maize Yellow,11.14333333,2025-09-20,2025,9,3,retail
Greater Accra,TMA-Tema East,20-09-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,Rice Local perfumed,17.11333333,2025-09-20,2025,9,3,retail
Greater Accra,TMA-Tema East,20-09-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,Groundnut Red,38.66666667,2025-09-20,2025,9,3,retail
Greater Accra,TMA-Tema East,20-09-2025,TEMA COMMUNITY ONE MAIN MARKET,retail,Soya Bean,20.0,2025-09-20,2025,9,3,retail
Savannah,Bole,16-09-2025,Bamboi market,retail,white maize,6.0,2025-09-16,2025,9,3,retail
Savannah,Bole,16-09-2025,Bamboi market,retail,Maize Yellow,6.0,2025-09-16,2025,9,3,retail
Savannah,Bole,16-09-2025,Bamboi market,retail,Rice Local perfumed,16.67,2025-09-16,2025,9,3,retail
Savannah,Bole,16-09-2025,Bamboi market,retail,Rice Local non perfumed,14.58,2025-09-16,2025,9,3,retail
Savannah,Bole,16-09-2025,Bamboi market,retail,Groundnut Red,15.38,2025-09-16,2025,9,3,retail
Savannah,Bole,16-09-2025,Bamboi market,retail,Soya Bean,11.71,2025-09-16,2025,9,3,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,25-09-2025,Bibiani ,retail,white maize,7.01,2025-09-25,2025,9,4,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,25-09-2025,Bibiani ,retail,Maize Yellow,7.416666667,2025-09-25,2025,9,4,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,25-09-2025,Bibiani ,retail,Rice Local perfumed,26.25,2025-09-25,2025,9,4,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,25-09-2025,Bibiani ,retail,Rice Local non perfumed,28.89,2025-09-25,2025,9,4,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,25-09-2025,Bibiani ,retail,Groundnut Red,28.61,2025-09-25,2025,9,4,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,25-09-2025,Bibiani ,retail,Soya Bean,18.89,2025-09-25,2025,9,4,retail
Western North,Bibiani Anhwiaso Bekwai Municipal,25-09-2025,Bibiani ,retail,Unshelled Groundnut,13.24333333,2025-09-25,2025,9,4,retail
Ahafo,Asunafo North Municipal,27-09-2025,Goaso,retail,white maize,6.88,2025-09-27,2025,9,4,retail
